event_title;venue_title;address;zip_code;city;state;phone_number;date;time;lowest_price;highest_price;source_url
Theory Of A Deadman and Skillet;ShoWare Center;625 West James Street;98032;Kent;WA;;2023-11-04;19:00;88;334;https://seatgeek.com/theory-of-a-deadman-tickets/kent-washington-showare-center-2023-11-04-7-pm/concert/6057049
NGHTMRE;WaMu Theater;800 Occidental Avenue South;98134;Seattle;WA;;2023-11-04;19:00;66;181;https://seatgeek.com/nghtmre-tickets/seattle-washington-wamu-theater-2023-11-04-7-pm/concert/6087897
Pseudotramp - Tribute to Supertramp;Historic Everett Theatre;2911 Colby Ave;98201;Everett;WA;;2023-11-04;19:30;52;54;https://seatgeek.com/pseudotramp-tribute-to-supertramp-tickets/everett-washington-historic-everett-theatre-2023-11-04-7-30-pm/concert/6032100
Ruben Studdard with Clay Aiken (18+);Suquamish Clearwater Casino Resort Event Lawn;15347 Suquamish Way NE;98392;Suquamish;WA;;2023-11-04;20:00;61;484;https://seatgeek.com/ruben-studdard-tickets/suquamish-washington-suquamish-clearwater-casino-resort-event-lawn-2023-11-04-8-pm/concert/6037197
Wheeler Walker Jr.;Temple Theatre;47 St. Helens Ave;98402;Tacoma;WA;;2023-11-04;20:00;82;83;https://seatgeek.com/wheeler-walker-jr-tickets/tacoma-washington-temple-theatre-2023-11-04-8-pm/concert/6038135
Acid King;Substation Seattle;645 Northwest 45th Street;98107;Seattle;WA;;2023-11-04;20:00;46;48;https://seatgeek.com/acid-king-tickets/seattle-washington-substation-seattle-2023-11-04-8-pm/concert/6232552
TAUK (21+);Nectar Lounge;412 North 36th Street;98103;Seattle;WA;;2023-11-04;20:00;56;75;https://seatgeek.com/tauk-tickets/seattle-washington-nectar-lounge-2023-11-04-8-pm/concert/6226488
A Flock of Seagulls;Admiral Theatre;515 Pacific Avenue;98337;Bremerton;WA;;2023-11-04;20:00;82;111;https://seatgeek.com/a-flock-of-seagulls-tickets/bremerton-washington-admiral-theatre-2023-11-04-8-pm/concert/6054495
Carly Pearce (21+);Emerald Queen Casino;2102 Alexander Ave;98404;Tacoma;WA;;2023-11-04;20:30;95;840;https://seatgeek.com/carly-pearce-tickets/tacoma-washington-emerald-queen-casino-2023-11-04-8-30-pm/concert/6165275
Dance Yourself Clean;Chop Suey;1325 E Madison St;98122;Seattle;WA;;2023-11-04;21:00;17;55;https://seatgeek.com/dance-yourself-clean-tickets/seattle-washington-chop-suey-2023-11-04-9-pm/concert/6168710
Haarper;Nectar Lounge;412 North 36th Street;98103;Seattle;WA;;2023-11-05;18:00;52;119;https://seatgeek.com/haarper-tickets/seattle-washington-nectar-lounge-2023-11-05-6-pm/concert/6185246
BETWEEN FRIENDS;Neumos;925 East Pike Street;98122;Seattle;WA;;2023-11-05;19:00;116;291;https://seatgeek.com/between-friends-1-tickets/seattle-washington-neumos-2023-11-05-7-pm/concert/6114226
Burna Boy;Climate Pledge Arena;401 1st Ave.;98109;Seattle;WA;;2023-11-05;19:30;84;1598;https://seatgeek.com/burna-boy-tickets/seattle-washington-climate-pledge-arena-3-2023-11-05-7-30-pm/concert/6200555
Eladio Carrion;Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2023-11-05;19:30;112;414;https://seatgeek.com/eladio-carrion-tickets/seattle-washington-showbox-sodo-2023-11-05-7-30-pm/concert/6057111
Subhumans;El Corazon;109 Eastlake Ave E;98109;Seattle;WA;;2023-11-05;20:00;59;105;https://seatgeek.com/subhumans-tickets/seattle-washington-el-corazon-2023-11-05-8-pm/concert/6127216
Chat Pile (21+);The Crocodile;2200 2nd Avenue;98121;Seattle;WA;;2023-11-05;20:00;43;228;https://seatgeek.com/chat-pile-tickets/seattle-washington-the-crocodile-2-2023-11-05-8-pm/concert/6146531
Stop Light Observations (21+);Tractor Tavern;5213 Ballard Ave NW;98107;Seattle;WA;;2023-11-05;20:00;42;77;https://seatgeek.com/stop-light-observations-tickets/seattle-washington-tractor-tavern-2023-11-05-8-pm/concert/6070829
Portugal. The Man (21+);The Showbox;1426 1st Ave;98101;Seattle;WA;;2023-11-05;20:00;126;190;https://seatgeek.com/portugal-the-man-tickets/seattle-washington-the-showbox-2023-11-05-8-pm/concert/6195204
KISS;Climate Pledge Arena;401 1st Ave.;98109;Seattle;WA;;2023-11-06;03:30;56;9485;https://seatgeek.com/kiss-tickets/seattle-washington-climate-pledge-arena-3-2023-11-06-3-30-am/concert/5959759
eaJ;Neumos;925 East Pike Street;98122;Seattle;WA;;2023-11-06;20:00;58;116;https://seatgeek.com/eaj-tickets/seattle-washington-neumos-2023-11-06-8-pm/concert/6114229
Amigo The Devil;Moore Theatre;1932 2nd Avenue;98101;Seattle;WA;;2023-11-06;20:00;48;259;https://seatgeek.com/amigo-the-devil-tickets/seattle-washington-moore-theatre-2023-11-06-8-pm/concert/6118882
Atmosphere;The Showbox;1426 1st Ave;98101;Seattle;WA;;2023-11-06;20:00;80;224;https://seatgeek.com/atmosphere-tickets/seattle-washington-the-showbox-2023-11-06-8-pm/concert/6095490
Laura Veirs (21+);Tractor Tavern;5213 Ballard Ave NW;98107;Seattle;WA;;2023-11-06;20:00;57;78;https://seatgeek.com/laura-veirs-tickets/seattle-washington-tractor-tavern-2023-11-06-8-pm/concert/6061697
Earl Sweatshirt with The Alchemist;Showbox SoDo;1700 1st Avenue South;98134;Seattle;WA;;2023-11-06;20:00;61;6455;https://seatgeek.com/earl-sweatshirt-tickets/seattle-washington-showbox-sodo-2023-11-06-8-pm/concert/6180358
Alan Cumming;Neptune Theatre - WA;1303 Northeast 45th Street;98105;Seattle;WA;;2023-11-06;20:00;97;497;https://seatgeek.com/alan-cumming-tickets/seattle-washington-neptune-theatre-wa-2023-11-06-8-pm/concert/6138438
Palehound (21+);Madame Lou's;2505 1st Ave;98121;Seattle;WA;;2023-11-06;20:30;45;164;https://seatgeek.com/palehound-tickets/seattle-washington-madame-lou-s-2023-11-06-8-30-pm/concert/6255615
Scene Queen;The Crocodile;2200 2nd Avenue;98121;Seattle;WA;;2023-11-07;19:00;46;145;https://seatgeek.com/scene-queen-tickets/seattle-washington-the-crocodile-2-2023-11-07-7-pm/concert/6255669
